review,rating
Excellent service and no wait time. Courteous staff .,5
"This is my second time coming to cytecare and I am again, happy with the services. Jai was warm and Fantastic. Always smiling and making my experience extra special.I came for a surgery and I am super impressed with the Doctors and Nursing team. The catering was personalized and unique too. The Head Nurse Apoline was super special and warm person. Shashi was always checking on me to make sure I am great.Also Ringi, Grazi, Vanaja M, venkatalakshmi, Jily, Shashikal, jayalingamma, Jyothi and first born took turns to take care and check on me. Their were other nurses that took care of me but I cant remember their names. But they where all professional and caring. What a great team of Nurses and Doctors.They are professional in their delivery of service and I was impressed on how they kept improving and seeking for ways to improve their service.Thank you for being such a support.",5
1 of the best hospitals I have been to. Its spic and span. We went there to get a free test for b1 density and I must say it was very well organised and very neatly and swiftly d1 ; All thanks to Mr. Ramaiah.,5
"Definitely a corporate hospital but more like mechanic store. We will give treatment if might work for 80% they say without any data. Like a mechanic say, we will change parts if problem comes, bring back the vehicle. Doctors especially in oncology does not have depth of research or knowledge they just act like mechanics. Not happy with Dr. PRASAD Narayana. He seems lost touch with medice and humans, talks like a robot, works like MBA management guy, deceiving answers. Says something, writes something not relevant in prescription. Comes across a knowledge but only untill u ask few questions he does not seems to have answers. He even lied insurance does not cover certain treatment but it is covering for me when I got it from outside.This hospital team and insurance team is nothing less than faurd. Don't trust what they say. They made me to pay by deceiving which could have covered in insurance which I did in other hospitals. There is lot of worst experience but cannot put all in review very gory, inhuman, m1yinding, lying and deciving method hospital uses.",5
It was such a great experience to get vaccinated at Cytecare. The whole team made us very comfortable while following Covid protocols. Would suggest that every1 goes there for their jab!,5
"Doctor and all medical staff are very helpfull, understanding Nature and very Nicely handled my Mother case Mrs Chinta Prasad, now she is fine thanks to Cytecare hospital.",5
"The service that I receive from faculty is excellent. Great medical office, wonderful and warm experience.",5
"Oncology services are good and staff are friendly, respectful. Experienced surgeon to operate on patients.",5
Clean premises . Polite staff.,5
Good HospitalityGentle welcome by Staff,5
1 of the worst experience we had . always suggest to take second opinion waste of m1y spending here.,5
Well organized and systematic service. ?,5
"We took treatment to my wife for Breast cancer. Operation was fixed within 2 days upon our request. Now for the last 1 year follow up is going on. Dr. Poovanma is very caring and explain in detail to us. We appreciate all staff members and doctors in the CYTECARE cancer hospital, Yelahanka, Bangalore",5
I got admitted to Cytecare Hospital for my gynaecological issues and underwent surgery. Dr. Shobha K assisted by Dr. Rashmi performed the surgery. They explained me in depth about my issue and post surgery care. I am very happy with the treatment and the care I received. They both are very friendly and courteous. Ms. Neethi and other supporting staff including the house keeping staff are all very patient and courteous. This is 1 of best hospitals in Bangalore for health care. Thank you Cytecare Hospital.,5
Soo good,4
Excellent service. We visited for Covid vaccination. They followed the necessary protocol for vaccination.,5
"Hey there,Staff here are very polite&Helpful,I was here for my covid vaccination,I recommend cytecare.",5
"My experience with Cytecare hospital has been excellent. Got my dad admitted here for Recto Sigmoid carcenoma. Dr. Raghavendra babu, Dr. Poornima and the team have d1 an excellent job and the operation went successful. Mr. Anil has been helpful in co-ordinating everything and very patient to answer all our queries. Thanks Cytecare",5
Service and care is excellent with immediate response for our needs .THANX CYTE CARE,5
Recently got treated for lower lumbar back pain by microdiscetomy and on the path of fast recovery.Very good hospital.Excellent house keeping.Highly qualified doctors Dr Mahendra & Dr Rammanna and well trained nursing team.Mr Anil coordinator of my treating doctor Dr Mahendra & Dr Rammanna is very cooperative. His response to any query is very fast.TPA team is also very good.Food is also very good.Need to make pre-hospitalization process more patient friendly.,5
Very good service keep it up,5
Amazing service!,5
"It is 1 of the best cancer hospital in Bangalore. All the doctors and staffs are too good and so well-behaved. The hospital is less crowded and very neat and clean. The senior and junior doctors, nurses, security gaurds, each and every single members of the hospital are very polite and well-behaved. I didn't find any single staff of the hospital to be rude. Fully satisfied with the doctor and hospital.",5
Day care treatments are exllentNice treatments,5
I have taken the booster dose on 14.1.2022 along with my wife at this hospital. The hospital has rendered prompt and courteous service in giving the booster dose. Atmosphere is very neat and clean.,5
"Parents got their Vaccine Booster shots here. Very courteous & supportive staff. There was always some1 guiding us through.In specific - thanks to Padma V for taking care of mom whose very scared of needles.Post vaccination, during observation there was constant check-up.It was a Good Experience.",5
This is my 3 rd visit for vaccination.very friendly courtesy staff . Very clean hospital . Recommend any time,5
Excellent care and attention. Extremely co-operative and supportive staff.,5
Best hospital and staff. Doctors are very caring and explain everything in detail. Day care treatment and care for chemotherapy is very good. Keep up the good work.,5
"Very friendly staff, courteous specially security staff Ms. Padma.Very well maintained facilities.Thank you for supporting.",5
1 of the best centres in the country. Highly experienced team of doctors. Well trained and courteous clinical and non-clinical staff.,1
Knowledgeable staff with good amenities. The treatment is very well d1 with experienced doctors with utmost care.,5
Employees are good.had come for vacation but it is better to have pre booked in a particular slot to save time.,5
I got my mom an booster covid vaccination. The experience was very good. Very hygiene and clean.Good to get vaccination for senior citizens here,5
My sister had a great experience through Padma to get her first dose of vaccination.,5
Very good services and very helpful Doctors and staff,5
The service was excellent the billing center was treating us very good Santosh is good behaviour man .,5
"We are came for our mother in-law surgery,Dr Akshay Kudpaje , Dr. Kiran and their team d1 a good job. Now my mother in-law is doing fine.Specially thanks to Mr. Anil coordinator for guiding us.Thank you each and every1 in the Cytecare hospital. ????I highly recommend to this hospital for every1. ????",5
"Best hospitals, good maintainced, good staff, especially Mr.santhosh?? & basavaraj billing part is d1 softly, thank you for Vasanth and akshaya , great services .Friendly care hospital thank you for best treatment for my father??????",1
"Very helpful staff and excellent doctors. I would suggest this hospital to all near and dear 1s who have come to Bangalore for consultation. However, I would suggest more staff for assistance in the medical check up section",5
Visited Cytecare for my son's vaccination today ! from the front desk to the nurse srividya who administered it to the security padma who guided us thro the place excellent and efficient service !,5
Thanks to Cytecare for the wonderful hospitality and the treatment provided. I Would thanks to Dr. Ajay and Dr. Prasad specifically for the treatment provided and they listen with patience and approachable at anytime...,5
Friendly and welcoming staff. Very professional conduct when dealing with my parents.,4
I visited for my booster dose for COVID very systematic and polite behaviour,5
Excellent coordination of Covid vaccination drive. All the staff were well trained and the entire experience was smooth,4
Had been for vaccination. Kind staff and good service.,1
We r very much happy with d treatment in cytecare hospital....ma husband rangegowda daigonised with squamous carcinoma....Dr akshay kudpaje very kind and helpful...he clarifies all our doubts ...ma husband went with surgery he recovered within a month we are very happy...hearty thankful for nurses (ayyanam )and staffs... i highly recommend cyte care hospital ....thanks a lot Dr akshay kudpaje...,5
A big thank to Dr Harshi P for his excellent care and replies to all our queries.The nursing team is doing superb job.Would also like to thanks Ms Ruchira for her timely help and guidance ??,5
"Best hospital in bangalore,",5
It is a very well maintained and discipline hospital.....The doctors and all the staff are very supportive and helpfull,5
Very nice staff. Help us on each step. Doctors are also very thoughtful and advise us on best options available for patients. Neethi C.D. in the oncology department specifically helped us understand the hospital procedures as well as was patient with all our queries,5
"Visited for sons vaccination, very cordial",5
"Really good experience at cytecare hospital. Maintained very well, clean and hygienic. Staff is courteous and very helpful. Been visiting for mom's chemo and so far experience has been very good.",5
Nice friendly atmosphere,5
"I had went to get my child his first dose. I am impressed by the hygiene levels carried by the staff especially when it is substantial at this moment. Ths staff had been very friendly towards me and my child. Overall, it is a very pleasing and great experience.",5
Daycare services are good and staff are punctual and timely complete the treatment.,5
"Nice Hospitality, system is nice",5
Very good experience. Experienced staffs!,5
It is a very well maintain and discipline hospital with very experience Doctors,5
"I came here for my mother treatment under Dr. Poovama. She is very much helpful & friendly doctor. She take care my mother with given enough time.Their staff, nurses & officer's are very much helpful",5
1 of the best cancer hospitals in Bangalore.Would suggest others to take treatment for cancer in Cytecare.Starting from the security to the house keeping staffs every1 are very polite and always have a smile on their face.No words are enough to explain how the doctors and nurses are.Everything seems to be at the top level.Thank you to the entire team of Cytecare. Special thanks to Ms Ruchira for helping us throughout our admission to discharge process.,5
"I visited cytecare for my Fater in law, who was diagnosed with stage 4 appendicular cancer. Dr. Raghavendra and Dr Prasad were very experienced and polite, They caught it on very 1st visit. Both of them explained everything and answered all my queries with great patience. This hospital is well equipped and every staff here are very polite and well trained, they are all doing a great job. A well organised hospital with commitment to health..thank you cytecare hospital and team.. ??",5
"Hello every1..This is poornima Singh..survivor ofHer2 positive breast cancer..Treated at the best super speciality cancer hospital in Bangalore (Karnataka)..I recommend full heartly to visit this hospital..once who are all victims of cancer andWho are all undergoing treatment..Here you will get the best of best treatment ..from well Experienced Oncologists. Surgeons..Well equipped laboratory, Radiology , Best day care chemotherapy unit.with best Doctors..and well trained nurses,housekeeping to take care during chemo session..All in all best services rendered by all staff members Right from security, front office.billing, pharmacy .canteen.etc etc..My special Thanks to my Oncologist.Dr.Narayan prasad..Dr.Harish..And, our Surgeon Dr.Poovamma..N All Doctors n staff at chemotheraphy suite...Do visit n Experience the best treatment..Thank youCytecare..??????",5
"Cytecare Hospital is 1 of the best hospital for cancer patients,the hospitality & ambience is so good.very good Doctors they understand the patient pain and problems and help them to diagnose soon.i would really thank Harish sir,Akshy sir,jitin,Rani to all there excellent service towards patient.",5
"""I visited Cyte care for my thyroid papillary carcinoma. Each time i walked into the hospital, i felt positive vibes....The reason for this are the doctors , staffs and facilities who made me feel comfortable ....Smile on their face gave me the courage to face the disease and made me feel at ease.Special thanks to Dr. Akshay Kudpaje ( Head & Neck Oncologist) for helping me through the process of surgery and giving me the hope of recovery...Thanks to Anil from admin who has helped in guiding through the process within the hospital....Great hospital, Great Staff ....Kudos to the entire team of Cytecare Cancer Hospital....""""Hope for patients begins with a smile""""....THANK YOU""",5
"My mother has been taking Cancer treatment here for the last 3 years and the doctors and staff are qualified, effective and caring. Recently she was admitted here for an infection and she had to be admitted to the ICU. The ICU doctors and medical staff have been very caring and effective.Special thanks to Mr Dharmendra and Mr Sangram (canteen staff), Ms Bhavani (4th floor staff), Dr Prasad Narayanan and Dr Shreyas Nagaraj.",5
Nice hospital for Cancer treatment and good staff..But little expensive ??,5
Very good facility and staff,5
"1)Excellent service by Dr akshay, Dr sudha, Dr aditya, Dr sruthi, Dr kiran and coordinator Anil.2)there are some inexperienced nursing staff in general ward.I think they are students i dont know exactly.but they need bit of training.3)all other departments were excellent.",5
Good hospital staff and really friendly. Can visit without doubt and they'll take care of everything.,5
"Visited for my son's vaccine...this was a wonderful smooth experience I ever had in an hospital. All the very best, always keep up this standard. Patients too will get better soon ??",5
Had very good experience at radiation therapy department,5
Very good place,5
"1 of the best Cancer care hospital in Bangalore.I visited Cytecare for my mother's radiotherapy treatment.I would really like to take a moment to appreciate hospital for its convinent facility, patient care and hospitality.My heartful thanks to Dr.Ajay Rao and Ms.Rashmi for guiding us through out the treatment.Thank you keep growing and doing your best.",5
Hospital is 1 of the finest  and doctors are so good at there work. They explain each and every thing to us.the admission process and discharge process so fast and easy the billing staff and insurance team they explain each and every thing. Special thanks to Insurance team for the all the support.,5
I have visited hospital very clean and well maintained . Doctors and nursing staffs are nice and billing staff are friendly and helpful..thanks for vasanth and team members.,5
"Doctor Poovamma is a godsend. She is 1 of the most caring doctors we have had the pleasure of having. She always takes the time to explain things to us in a way that we can understand. She is very approachable even outside of hospital hours. She is meticulous in making sure that her patients receive the right treatment at the right time. Most importantly the smile that she always carries provided us with the much-needed relief from stress and anxiety.Ms. Neethi has been assisting us to coordinate with Dr Poovamma. She is very thoughtful, courteous and professional. We really appreciate her care and going the extra mile to ensure that we feel comfortable.Carunia Anbarasi is a great and caring nurse. She offered us helpful advice and suggestions. We really appreciate her care and going the extra mile to ensure everything is okay.",5
We went for covid vaccine..the place is neat and clean and the staff is cooperative and warm hearted.,5
"Hassle-free, caring supporting staff.",5
Very friendly and efficient staff.,5
Very polite staff. Had come for my daughter's vaccine .,5
Neethi has been a wonderful Co ordinator. She takes care of communication between patient and Doctor with priority and helps to ease all the patient needs.She enables patient with all the information and review with them until resolution. 1 of the best person have interacted in cytecare hospital,5
"Professional, competent, courteous and compassionate staff. Patient care & comfort is definitely a priority. On the whole have had a good experience with the people and place.",5
"Dealing with the big C takes a toll on the family and puts them in a whirlwind.Dr Pais and his assistant, Niti have been so helpful during the whole process of scans , procedures, explaining the requirements and insurance paper work, we are glad that we found them during the difficult times. Their ability to empathize with the family and help them is what makes them stand out. Thank you, Niti and Dr Pais ...",5
"We visited cytecare for a day care procedure today. The place is run with good empathy and patient oriented. The doctors, the nurses and the billing all had a patient ear and were patient oriented. I want to thank Anil from billing desk, Leena from endo room and Dr. Gurubasavappa worked phenomenally as a team to make it smooth for us. Thank you cytecare. You care.",5
"Excellent care and tremendous support from all quarters and levels of caregivers. Tranparancy in all facets and mooth processing of all reports/payments. As a patient, it is reassuring that I have placed my trust in safe and competent hands.",5
"Excellent service from admin, ward, billing insurance",5
Well treated and taken care by the staff.,5
My mother has underg1 the surgery and radiation therapy in cytecare the treatment is very good the hospital is very clean and hygiene will highly recommend this hospital.,5
Generally satisfied.,5
I am very happy with the way the service was provided. Dr Poovamma was very helpful and directed me to take the right decision. The staff is very caring and supportive. Recommend it to people who have any doubts about their lump to show here so they are directed in the right way,5
This is 1 of the best hospitals with excellent diagnostic equipment and a very friendly staffs and professionals to give the patients the desired care. They have very expertise doctors and they always greet you with kind and smile. The day care of the hospital is excellent and they always motivate and help you in all possible ways.,5
Good care towards patients.,5
"We came to this hospital for my mother's treatment. She was diagnosed with stage 3 colon cancer. As she went on surgery in this hospital n went very good, now she is on chemotherapy it is also going good. I am writing this review to thank each n every1 in this hospital for their kind n helpful service n treatment. Cytecare cancer hospital is well organized with commitment to the health of the patients. The day care experience for chemotherapy is too good. All the doctors, nurses n other staffs are very helpful in making an our treatment go at ease. Thanku 1 n all",5
Visited cytecare hospital for my wife treatment 1 of the best cancer centre in Bangalore the radiation therapy team is extremely going good they take very good care of the patients.thanks to Dr.Ajay and his team.,5
"Taken care of patient health, treatment in Cytecare is good.",5
"Came to this hospital from a known reference for my father who was suffering from Neuro Endocrine Tumours.The hospital provides top notch facilities, each and every staff is friendly and keeps a track of your improvement. Their diagnosis was pin perfect and the tests were d1 within very less time. You will have a dedicated human resource manager to take care of your reports and to keep a track on them. My father's operation took around 10hrs and he is recovering now. Dr. Raghavendra Babu and his team of assistant doctors and other hospital staffs are very friendly and helping.I am thankful to Dr Raghavendra Babu and the hospital staff for providing us with such a nice treatment",5
Good hospital & staffs are friendly and caring,5
the hospital is very good clean and hygiene will highly recommend during this covid times we visited the hospital for a month for the radiation therapy treatment we had a very good experience thanks to Dr.Ajay and the entire radiation therapy department,5
"Cytecare Hospital is 1 of the best specialized and Hygienic Cancer Care Hospital in Bangalore. The entire staff right from Reception, Radiology departments, Blood Sample collection department, Surgery expert panel and team of specialist doctors, Chemo Day care Ward - Doctor Staff, Nursing staff, Hospitality staff, Hygiene services staff , Physo Oncology Doctor, Dieticians etc. . all are very kind and co-cordial and extremely approachable and supportive in all aspects that a needy patient would like to look forward to . I also found patients from South Bangalore travelling to Cytecare Yelehanka for better treatment facility, hygiene and atmost care making patient care indeed an EXPERIENCE. The patient will not feel that they have walked into a hospital. Thank you so much Cytecare Entire team and please keep up the excellent work for all the needy patients who definitely need support and services from you all . Best Wishes to the entire Cytecare Founders, Management team and the entire staff .",5
Very friendly and well behaved staff.,5
Very good service provided doctors and staff are very friendly will highly recommend this hospital specially for the radiation treatment,4
Cytecare is 1 of the best cancer center it is very clean and less crowded I thank all the radiation therapy staff for taking care of my uncle keep doing the good work,5
"My mother is taking her chemo here under the care of Dr. Prasad Narayanan. In my interactions with the various departments here over the past month - from medical oncology, pathology, pharmacy, rooms & nursing, insurance and security - I have had a very good experience so far. They are knowledgeable, competent, forthcoming and courteous. I would recommend this place without a second thought.However, even good places can be made better - receptionists and f&b services (both in-room and floor cafeterias) need training and improvement.",5
Cytecare is 1 of the best cancer hospitals in Bangalore. Doctors and staffs here are very kind and humble. I am grateful that this hospital was very near to my location. I thank each and every1 at Cytecare who are supporting the patients to get the best possible outcome.A special thanks to Dr. Hari Menon sir. He has always been very supportive and kind.,5
"The best Cancer hospital in the city. All the staff, doctors are very helpful and excellent. They have specialists in all types of cancer. Very clean and hygienic. Overall a very good hospital ??.",5
It's awesome and take care and lot by doctors and,5
"Day care team is excellent. We have been taken care with all aspects with regard to our treatment. They are very cooperative,caring & friendly. We feel touch of humanity. Keep doing your good job. Well d1 ??",5
Wonderful hospital and very helpful team member thanks to echs team members.,5
Wonderful services afforded from the team of cytecare hospital.,5
"Excellent services, well maintained hospital. Thanks for all the entire team of cytecare and insurance team.",5
Had a good experiance here.... and staff was really good,5
Excellent work from all the faculty they are all very helpful . Kind doctors and staff,5
"An amazing experience from cytecare. Treatment, the way Doctors responds to our queries... Each and every department giving their 100 percent.... Especially #ABHISHEK and #SANTOSH from Billing department are truly amazing, approachable and very kind... ??????",5
"Nice and neat Hospital, friendly doctors and educated staff to help you around. Had been there for multiple times for OPD.Got Prompt response from all concerned.",5
Echs team are doing good job. They are very helpful. Thank you ??,5
"good service and nicely maintained, friendly staff and they explain all the process of billing.Thanks for ECHS team Madhu,Vinay and vijesh.excellent",5
Good services given by echs team thanks to vinay for explaining complete process and made us very user friendly to us,5
Most friendly team member in billing area thanks for all support vasanth and his team,5
Good services and most helping people in billing and insurance team thanks for ur support,5
Excellent service s given by hospital and thank you.Special thanks for ECHS team Madhu and vijesh.,5
"Got an Excellent Treatment. The Doctor Akshay was like God, the Staff were all very well behaved, caring, supportive and co-operative. Very homely atmosphere.Will never forget this gesture in my lifetime.",5
"Excellent hospital! Special kudos to Dr Akshay kudpaje for handling my fathers surgery in a professional way. The facilities are really commendable. Also appreciate the after care and the valuable advice for recovery and rehabilitation. Also highly responsive support from Anil KUMAR , Patient service manager in all the interactions .",5
Got my dad here for PET CT scan. Everything was organised well and they got the process d1 without any delay. Staff who work here are responsible and respond quickly to queries. Keep it up....,5
Big thank you to Neethi madam for her excellent service !,5
I visited this Hospital with 1 of Cancer patient Dr. Raghavendra helped us a lot.1 of kindhearted person Mr. Yusuf he helped us in every movement when we are in hospital best appreciation for Mr. Yusuf.Thanks for Dr. Raghavendra thanks a lot for Mr. Yusuf All the best??,5
We visited here for second dose of COVID-19 Vaccination. There were no crowd and process was very smooth. All the staff and nurses were very kind and cooperative.,5
Helpful staff for vaccination.,5
I took second dose of covid shield here. Process was seemless from billing to collecting my certificate. Special shout out to Ms. Padma and Ms. Geeta Sharma for being so polite and helpful. Hospital is good too.,5
Visited the hospital for covid Vaccination. Service was very good. Hospital is neat and clean.,5
Came for vaccination and we had an excellent service here.,5
Dr. Venkataram and dr mahenddra both are froud . After surgery he talk me surgery is successful after 6 month she can walk but after 6month dr mahenda said it's not possible to walk . Again tell me re surgery dr. Mahendra totaly hell of my mom life. Don't believe his soft approach. Plz ??????????don't take any this type of doctor want no 1 froud doctor 1 plz don't take any risk.,5
"We came to Cytecare Cancer Hospital for my mothers treatment. She was diagnosed with stage 1 Cervical cancer. Fortunately, they diagnosed it at a very early stage and did surgery in no time.Thanks to Dr. Rashmi who has managed and handled the treatment in the best possible manner, and for always responding to our queries in timely manner.And also to all the other doctors who proactively helped throughout.We cant thank you enough for this.I would also like to express my gratitude to the staff right from the physicians, nurses and supporting staff. All of them have been so prompt and eager to support and it truly makes a difference for patients experience. We find ourselves in the hands of a very caring team.Once again special thanks to the hospital for the level of excellence and the professionalism of their doctors.Thank you ! Highly recommend Cytecare.",5
My mother underwent surgery at Cytecare hospital a few days ago. The surgery was performed by Dr Anthony Pais and his team wonderfully with minimal post operative pain. The nurses and support staff were also excellent. Special thanks to Neethi for coordinating our experience at Cytecare so seamlessly.,5
"The daycare experience for us was good. They have good staff, nurses and are very helpful in making an our treatment go at ease. Totally satisfied with the hospitality.",5
"Best maintained hospital i have visited in Bangalore ; we visited for my son's vaccination; great hygeine and cleanliness, easy parking and access, good ambiance and staff is very helpful.",5
Came for Covid vaccination. Very neat place and extremely hospitable staff especially security Padma V.,5
"A well organised hospital with commitment to the health of the patients. After 2 years of hospital visits without a clear explanation of what I was suffering from I finally got help...the recovery journey is well on cause I appreciate the professionalism. A fantastic place to be for the restoration of your health.The International staff were excellent in their work and made it easy for me to understand the hospital procedures. Thank you so much Ms.Jai for ensuring we got all qe needed, appointments, cabs etc were seemless. You are a great team keep up the good work. I am your ambassador in Kenya. I will help others to come over get treated.",5
Excellent care by staff & d1 vaccination on time,5
"Best Hospital , friendly staff members",5
"The cleanliness, service to the patient by the staff in every aspect was good. Anil the coordinator was very helpful.",5
For a normal injury you took 600 for dressing that's too costly and there was not any other hospital nearby you should take care of non cancer patients also for normal emergency.,5
"I had consulted some doctors in different hospital before taking decision of my diagnosed surgery with spinal C7-D1 spinal tumour when I visited CYTECARE Dr.Venkatramana & Dr.Mahendra make me comfortable for the surgery and they give me 99% assurance of surgery and recover.The treatment and taken care from hospital was externally best, my recover was 100% same as before.Thanks to the team of CYTECARE Doctors and the team.SincerelyAbdul Raheem",5
The cytecare hospital is the 1 of the best cancer hospital in bangalore Iam totally satisfied with hospital staff specially with Dr Akshay kudpaje and Dr Ajay Rao and his staff and radiation department staff is awesome,5
Excellent services no waiting period thanks to radiation therapy team. Will highly recommend this hospital,5
Appreciating for quick process and staff is very much caring. Satisfied with service ??,5
"Went to Cytecare to get vaccinated on 11 April 2021.The staff were very helpful, knowledgeable and reassuring.. Wish more hospitals in India were like Cytecare.",5
"Nice and neat Hospital, educated staff to help you around. Had been there for COVID-19 vaccination.Got Prompt response from all concerned.",5
Nice & caring staff...,5
"Came here for both my Covid vaccinations. Glitch free, the staff are friendly, courteous and very helpful. The waiting room post jab was so serene and calming :)",5
"Ms. Niti the secretary of Dr. Poovamma is very good staff and edible in attending the patients. Her warm welcome and greetings was the first experience I had. Cytecare is termed to be as best Cancer treatment hospital. They have appointed many decent staffs who are well trained to take care of the patients. Especially Ms. Niti is not measurable at her services. We wish her and also other staff of Cytecare hospital all the best and we recommend the people Who are suffering from cancer , should take treatment at Cytecare. Thanks to Cytecare Management for showing an immense care for my wife and I am happy to see her smile. Dr. Poovamma is always the best and love caring Doctor.",5
"Our experience of the hospital Cytecare cancer Hospital were so impressed with environment.My Parent who was getting medical treatment, the care she received created an experience between her and some of health care team that was built on trust, communication and collaboration to achieve optimal results.- Nurses, Doctors and some of the staff members who attended her during the time went well beyond what was needed.Weakness:- Management to review on the costs charged to International Patients.- For International Patients we advise the hospital to provide a translator who is able to communicate different International languages.",5
Amazing hospital very nice,5
Good service good staff also,5
Vaccination drive was very good service. And even hospital hygiene was also good.,5
Good service in vaccination drive,5
Excellent staff and overall service,5
Very good servicing at vaccination,5
"I visited this hospital for Covid vaccination so can not comment on other diagnosis however the service they provided was top notch. Very quick, systematic procedure with all covid norms followed. Well maintained cleanliness. Very polite staff and expert nurses. Satisfied with all the service I got.",5
Had very good experience with cytecare the Radiation team was very helpfull would like to thank Dr.Ajay and team.,5
Extremely good staff and very cooperative,5
Friendly and supportive,5
Good experience. Good treatment,5
"M not sure how they treat cancer disease, but i went for my 2nd dose vaccination and the way staff in this hospital treated is really made me feel happy. They are very polite and friendly.",5
Courteous staff....special mention to Padma and A Rajesh for making the process easy!!,1
Polite Staffs,5
"Nice staff's, good ambiance .",5
Good n hygienic hospital...,5
"Best place for cancer treatment. Every1 is very helpful and understanding, from the Doctors, nurses, hospital staff and all the other staff involved in the hospital. Best part is - this hospital does not have that typical hospital environment. All in all the best cancer care center you can select in Bengaluru.",5
When I was admitted in hospital I didn't feel like I was in hospital. Good response and good caring faculties in the hospital.,5
1 of the best cancer hospital you can ever visit... My mother who was suffering from cancer is cured now.. Would like to thank each and every Doctors n the nursing staff for being so supportive...,5
"Visited cytecare only for some investigations, hospital ambience is good and staffs are courteous.",5
I am writing to thank the entire staff's of CYTECARE for the excellent care received during my visit to their hospital. Moreover they have arranged our living place which is very close to the location and regular pick & drop services. The overall experiences was amazing!"",5
"Cytcare Hospital is very nice Hospital.Dr Akshay sir, and entire treatment is excellent.Staff and inpatient food is good.",5
The best cancer treatment hospital in Bangalore which is giving quality care. The doctors & staff are very cooperative and helpful. Facilities @ hospital and cleanliness is awesome.,1
1 of the best hospital for cancer treatment... Not only For cancer for all the purpose ....,5
"I had a great experience at cytecare, right from security till doctors all are professionals. Keep up the good work...",5
Good service and well maintained..,5
"Great experience. Came here for covid vaccine 2nd dosage. Staff is extremely courteous and helpful. All processes are streamlined, place is spotlessly clean.",5
Friendly and polite staff. Impressive facilities.,5
"Had been for vaccination very good hospital neat and clean Appreciate Rubaina, Padma, Ayyappa from Security team and all other staff their hard work",4
Service was excellent. Nurses were very courteous and efficient.,5
"I have been pleased and extremely satisfied with the standard of care provided at Cytecare. The journey 1 undergoes with a diagnosis of cancer is not easy and the care provided by the staff right from the physicians, nurses and supporting staff has been amazing. They genuinely care about your health and well-being. Special mention to Dr.Prasad Narayanan, Dr.Raghavendra Babu and their competent teams. Thank you ! Highly recommend Cytecare.",5
I had visited the hospital for getting my parents vaccinated. The staff members are really nice. Special thanks to Padma for helping me out with my queries.,5
"1 of the best and awesome hospitals for cancer, and for COVID 19 vaccination, staff and doctor are wonderfull.",5
"Nice and clean hospital, helpful staff.",5
Very courteous and experienced staff and hospital was very clean and hygienic.,2
"My father Lakshminarayan, got his second dose of the covid Vaccine here. The process is smooth, the place is clean and the attention given to each recipient is unmatched. A very good place for treatment and vaccine administration.",5
Great experienceGot all 3 doses here,5
"1 of the best hospitals I have been to. The whole process was systematic, all the staff so friendly and very very helpful.",5
The staff out there were really excellent and polite ??...Thank you a lady who was in Reception who helped me and the lady in the vaccination center,5
"Came for Covid vaccine, extremely friendly staff and nurse. Highly recommend this hospital.",5
Very well organised and clean hospital . Saraswati was super helpful and ensured everything went smoothly,5
Very cooperative staff,5
It really nice and the nurses is very very kind?,5
"Have courtesy towards patients and their family, you guys are just behind m1y. Your hospital is a business organisation, not a hospital. Shocked to see owners reply only to high rating comments. Dont you guys bothered to reply any 1 else.",5
"My father, 51 yr old, has a oral tumor. After visit Cytecare hospital, Banglore they suggest need a surgery. The doctor are very good and the hospital staff, hospital management also very good and supportive. Best think about the hospital is that doctors are very politely explain everything. I think best hospital.",5
Good service..,5
Good welcoming attitude appreciated,5
Excellent and hygenic hospital,5
"Very friendly staff, for COVID vaccine. Measures followed properly.",5
Nice hospital with good facilities,5
Good Hospital with proactive staffs.smooth process if you are coming for Covid vaccination.,5
Excellent hospitality and personal attention given to the patient by Sr Radiologist Dr Ajay Rao P and his entire team. Commendable expertise and services. Its due to these kind of well knitted team an institution is recognised. Well d1,5
"Extremely considerate and attentive staff, every1 from security to front desk, nursing to technical staff. Special mention to cleaning services who keep the place pristine. We visited the radiation department for treatment for over a month. Medical services of the highest quality were offered. But it's the utmost care and respect with which the patients are treated that's a stand out. They go above and beyond to make sure you are taken care of well. Thank you to Dr Ajay Rao and the entire team at radiation department.",5
Appreciate the Staff and Doctors for their transparent Communication.,5
Excellent patient care very polite and helpful staff would strongly recommend this hospital,5
1. Radiation Therapy department starting from the Front Desk the customer service is perfect Good towards patients who comes for treatment.2. Consultation is also good my patient was very satisfied with caring and treatment given by the Doctors.In general Team work is perfect and empathetic towards people or patients who step in this Department.,5
Had wonderful experience during my visit to Cytecare for my ear treatment.,5
Hospital was okay and doctors are kind especially Dr.Akshay was very helpful he really took his time to explain the health condition and treatment the doctor's kind demeanor has really put us at ease ??,5
"All the staffs at Cytecare are really thoughtful, helpful and well spoken starting from the lift man to every1 in the team. I had smooth process while getting my covid vaccination all thanks to Uzma. Special mention to nurse Sreebidya for giving me courage while taking the jab, she kept talking to me making sure that I am comfortable, compounder Padma was very sweet offered me water a very sweet spoken person. Kudos to the team.",5
Staff was polite and very helpful. It's a well maintained and decent hospital to visit.,5
Staff are really polite and helpful.,5
"We got fully vaccinated in cute care hospital! The hospitality was excellent! Padma, the security person was very sweet!",5
"Wonderfully managed and well managed staffs. Took vaccine for my wife, entry to exit was remarkable.",5
